지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
상현중학교운동장,지진대피소,옥외대피소,운동장,서울특별시동작구사당로2길2-19,서울특별시동작구사당로2길2-19,37.513505,126.953772,2367,2869,Y,000-0000-0000,,동작구,,,,미적용,,,,1,,,동작구,02-820-9645,2018-08-06
보라매공원,지진대피소,옥외대피소,공원,서울특별시동작구여의대방로112,서울특별시동작구여의대방로112,37.5081,126.9317,80595,97690,Y,000-0000-0000,,동작구,,,,미적용,,,,1,,,동작구,02-820-9645,2018-08-06
노들나루공원,지진대피소,옥외대피소,공원,서울특별시동작구본동258-1,서울특별시동작구본동258-1,37.508468,126.93372,44580,54036,Y,000-0000-0000,,동작구,,,,미적용,,,,1,,,동작구,02-820-9645,2018-08-06
영등포중학교운동장,지진대피소,옥외대피소,운동장,서울특별시동작구등용로8길5,서울특별시동작구등용로8길5,37.503221,126.9602,3361,4073,Y,000-0000-0000,,동작구,,,,미적용,,,,1,,,동작구,02-820-9645,2018-08-06
영화초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시동작구등용로8길3,서울특별시동작구등용로8길3,37.5041,126.9593,2408,2918,Y,000-0000-0000,,동작구,,,,미적용,,,,1,,,동작구,02-820-9645,2018-08-06
은로초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시동작구서달로115,서울특별시동작구서달로115,37.508545,126.965239,3654,4429,Y,000-0000-0000,,동작구,,,,미적용,,,,1,,,동작구,02-820-9645,2018-08-06
중앙대학교운동장사범대학부속중학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구서달로124,서울특별시마포구서달로124,37.5631085,126.9193893,3654,4429,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
흑석초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구현충로87,서울특별시마포구현충로87,37.546446,126.9336034,2440,2957,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
경성고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구성미산로111,서울특별시마포구성미산로111,37.5457002,126.9537786,6474,7847,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
광성고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구신수로49,서울특별시마포구신수로49,37.5582046,126.9023504,2500,3030,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
공덕초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구만리재옛길13,서울특별시마포구만리재옛길13,37.5384272,126.9494344,5139,6229,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
동교초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구월드컵로25길86,서울특별시마포구월드컵로25길86,37.5608234,126.9008405,4106,4976,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
마포초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구도화2길64,서울특별시마포구도화2길64,37.5788468,126.8878697,2134,2586,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
망원초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구방울내로5길28,서울특별시마포구방울내로5길28,37.5759905,126.8922651,1963,2379,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
상암중학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구상암산로1길26,서울특별시마포구상암산로1길26,37.579138,126.8815196,3410,4133,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
상암초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구월드컵북로353,서울특별시마포구월드컵북로353,37.5483494,126.9265893,3561,4316,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
상지초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구월드컵로42길,서울특별시마포구월드컵로42길,37.5546731,126.9251258,2200,2666,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
서강초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구독막로113,서울특별시마포구독막로113,37.5569502,126.9625116,8371,10146,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
서교초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구와우산로23길20-27,서울특별시마포구와우산로23길20-27,37.5481588,126.9549562,4933,5979,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
아현녹지쉼터,지진대피소,옥외대피소,공원,서울특별시마포구아현동704,서울특별시마포구아현동704,37.5546751,126.9551948,6769,02-8204,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
공덕소공원(법원및쉼터),지진대피소,옥외대피소,공원,서울특별시마포구공덕동105-259,서울특별시마포구공덕동105-259,37.5468697,126.9521717,688,833,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
쌍룡산어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구아현동768,서울특별시마포구아현동768,37.5448909,126.9506066,5910,7163,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
큰더기어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구공덕동470-1,서울특별시마포구공덕동470-1,37.5404732,126.9452608,1949,2362,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
공덕역어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구공덕동467-1,서울특별시마포구공덕동467-1,37.5357294,126.9436666,2434,2950,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
삼개어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구도화동555-1,서울특별시마포구도화동555-1,37.5410119,126.9453426,3027,3669,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
마포어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구마포동350-5,서울특별시마포구마포동350-5,37.540622,126.943422,2030,2460,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
도화소어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구도화동540,서울특별시마포구도화동540,37.5498977,126.9427769,1246,1510,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
토정어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구용강동63-1,서울특별시마포구용강동63-1,37.556551,126.9462317,2631,3189,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
용강쉼터,지진대피소,옥외대피소,공원,서울특별시마포구대흥동804-2,서울특별시마포구대흥동804-2,37.5443025,126.9333125,672,814,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
이대녹지쉼터,지진대피소,옥외대피소,공원,서울특별시마포구대흥동2-1,서울특별시마포구대흥동2-1,37.5487362,126.933676,767,929,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
현석어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구현석동1-5,서울특별시마포구현석동1-5,37.5457554,126.9311655,1622,1966,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
경남아너스빌쉼터,지진대피소,옥외대피소,기타,서울특별시마포구신수동456-1,서울특별시마포구신수동456-1,37.5488138,126.9254196,611,740,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
서강나루공원,지진대피소,옥외대피소,공원,서울특별시마포구서강로30,서울특별시마포구서강로30,37.5488138,126.9254196,2429,2944,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
와우어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구독막로19길20-13,서울특별시마포구독막로19길20-13,37.5521432,126.9229711,2924,3544,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
와우근린공원,지진대피소,옥외대피소,공원,서울특별시마포구창전동3-242,서울특별시마포구창전동3-242,37.5519789,126.9154543,87432,105978,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
홍익어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구와우산로21길19-3,서울특별시마포구와우산로21길19-3,37.5545812,126.9127252,2230,2703,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
서교어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구양화로11길21,서울특별시마포구양화로11길21,37.5569728,126.9256552,1761,2134,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
잔다리어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구서교동479-1,서울특별시마포구서교동479-1,37.547454,126.9160619,773,936,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
윗잔다리어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구양화로18안길21,서울특별시마포구양화로18안길21,37.5454832,126.9111396,3251,3940,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
성산중학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구성지1길32-13,서울특별시마포구성지1길32-13,37.5513457,126.903293,9853,11943,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
양화진역사공원,지진대피소,옥외대피소,공원,서울특별시마포구토정로2,서울특별시마포구토정로2,37.5519244,126.9155316,4804,5823,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
합정동보호수정자마당,지진대피소,옥외대피소,기타,서울특별시마포구합정동450-6,서울특별시마포구합정동450-6,37.5534098,126.9111567,13224,16029,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
양화어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구월드컵로5길79,서울특별시마포구월드컵로5길79,37.5545335,126.907951,1388,1682,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
성산초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구양화로3길94,서울특별시마포구양화로3길94,37.5548453,126.9020262,9031,10946,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
한마음공원,지진대피소,옥외대피소,공원,서울특별시마포구월드컵로15길53,서울특별시마포구월드컵로15길53,37.5535839,126.8997121,770,933,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
옹달샘공원,지진대피소,옥외대피소,공원,서울특별시마포구망원동408-3,서울특별시마포구망원동408-3,37.5626372,126.9085186,1134,1374,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
망원숲공원,지진대피소,옥외대피소,공원,서울특별시마포구망원동460-5,서울특별시마포구망원동460-5,37.5569797,126.8987205,1100,1333,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
성서중학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구성산로4길42,서울특별시마포구성산로4길42,37.5590303,126.8985206,8429,10216,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
쌈지마당,지진대피소,옥외대피소,공원,서울특별시마포구방울내로24-12,서울특별시마포구방울내로24-12,37.5644596,126.9220094,2850,3454,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
망원새싹어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구망원동509-1,서울특별시마포구망원동509-1,37.5594674,126.9187039,555,672,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
은행나무어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구성미산로29길17-9,서울특별시마포구성미산로29길17-9,37.5613937,126.9147587,994,1204,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
느티나무어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구연남로3길80,서울특별시마포구연남로3길80,37.5630208,126.9077083,991,1201,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
성미산공원(성산근린공원),지진대피소,옥외대피소,공원,서울특별시마포구성산동산11-61,서울특별시마포구성산동산11-61,37.5622309,126.9154619,103961,126013,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
외주목어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구성산동587-1,서울특별시마포구성산동587-1,37.5689945,126.9073109,3408,4130,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
다솜어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구성산동113-2,서울특별시마포구성산동113-2,37.5677542,126.9082244,975,1181,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
성황당어린이공원(뒤뜰어린이공원),지진대피소,옥외대피소,공원,서울특별시마포구성산동147-5,서울특별시마포구성산동147-5,37.5672887,126.9052439,1333,1615,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
큰길어린이공원,지진대피소,옥외대피소,공원,서울특별시마포구월드컵북로183,서울특별시마포구월드컵북로183,37.5522966,126.9608016,942,1141,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
성원초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구월드컵로36길34,서울특별시마포구월드컵로36길34,37.551642,126.9457055,10784,13071,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
소의초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구마포대로24길42,서울특별시마포구마포대로24길42,37.5442479,126.9378465,12227,1402-820,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
숭문중고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구숭문길99,서울특별시마포구숭문길99,37.546446,126.9336034,17990,21806,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
신석초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구대흥로33,서울특별시마포구대흥로33,37.5564588,126.9569602,1282,1553,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
신수중학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구신수로49,서울특별시마포구신수로49,37.5555103,126.9559661,3444,4174,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
아현중학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구마포대로247,서울특별시마포구마포대로247,37.542499,126.9461953,4542,5505,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
아현초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구굴레방로6,서울특별시마포구굴레방로6,37.5486147,126.9440167,3600,4363,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
염리초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구토정로37길37,서울특별시마포구토정로37길37,37.5666246,126.911279,3600,4363,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
용강초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구백범로17길9,서울특별시마포구백범로17길9,37.5548546,126.9393201,3641,4413,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
중동초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구월드컵북로152,서울특별시마포구월드컵북로152,37.5535966,126.9495758,5400,6545,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
창천초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구백범로1길56,서울특별시마포구백범로1길56,37.5781711,126.894616,3400,4121,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
한서초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시마포구대흥로24바길27,서울특별시마포구대흥로24바길27,37.5781711,126.894616,9973,12088,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
구룡공원,지진대피소,옥외대피소,공원,서울특별시마포구상암동1583,서울특별시마포구상암동1583,37.5831515,126.8800049,14402,17456,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
물빛문화공원,지진대피소,옥외대피소,공원,서울특별시마포구상암동1608,서울특별시마포구상암동1608,37.5781711,126.894616,5826,7061,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
휴암문화공원,지진대피소,옥외대피소,공원,서울특별시마포구상암동670,서울특별시마포구상암동670,37.5781711,126.894616,5285,6406,Y,000-0000-0000,,마포구,,,,미적용,,,,1,,,마포구,02-3153-8244,2018-08-06
가온문화공원,지진대피소,옥외대피소,공원,서울특별시서대문구상암동1594,서울특별시서대문구상암동1594,37.574109,126.909589,4630,5612,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
DMC문화공원,지진대피소,옥외대피소,공원,서울특별시서대문구상암동1611,서울특별시서대문구상암동1611,37.582459,126.910471,3828,4640,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
가재울고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구북가좌동476,서울특별시서대문구북가좌동476,37.574733,126.918125,1283,1555,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
가재울어린이공원,지진대피소,옥외대피소,공원,서울특별시서대문구남가좌동123,서울특별시서대문구남가좌동123,37.56747537,126.9621198,9648,11694,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
가재울초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구모래내로15길61,서울특별시서대문구모래내로15길61,37.58464152,126.9434258,2130,2581,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
감리교신학대운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구냉천동31,서울특별시서대문구냉천동31,37.56865122,126.9631883,1596,1934,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
고은초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구모래내로441,서울특별시서대문구모래내로441,37.579278,126.911478,1053,1276,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
금화초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구통일로165,서울특별시서대문구통일로165,37.5579487,126.947739,1285,1557,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
나비울어린이공원,지진대피소,옥외대피소,공원,서울특별시서대문구북가좌동168-32,서울특별시서대문구북가좌동168-32,37.571484,126.960332,7352,8911,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
대신초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구이화여대2길27,서울특별시서대문구이화여대2길27,37.568409,126.962394,1369,1659,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
독립문어린이공원,지진대피소,옥외대피소,공원,서울특별시서대문구영천동265,서울특별시서대문구영천동265,37.58419887,126.9271577,6719,8144,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
동명여자중학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구독립문로49,서울특별시서대문구독립문로49,37.58022501,126.923193,796,964,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
명지고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구명지2길56,서울특별시서대문구명지2길56,37.584396,126.9249872,1576,1910,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
명지대학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구거북골로34,서울특별시서대문구거북골로34,37.58419887,126.9271577,4038,4894,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
명지전문대학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구가좌로134,서울특별시서대문구가좌로134,37.5743455,126.9188972,5233,6343,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
명지중학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구명지2길56,서울특별시서대문구명지2길56,37.594419,126.949135,4669,5659,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
모래내쉼터,지진대피소,옥외대피소,공원,서울특별시서대문구남가좌동382-12,서울특별시서대문구남가좌동382-12,37.56308018,126.9660794,4038,4894,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
문화소공원,지진대피소,옥외대피소,공원,서울특별시서대문구홍제동280-2일대,서울특별시서대문구홍제동280-2일대,37.57714612,126.9076417,621,752,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
미동초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구충정로52,서울특별시서대문구충정로52,37.559055,126.951888,1513,1833,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
북가좌초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구거북골로19길20,서울특별시서대문구거북골로19길20,37.57457531,126.9564915,3724,4513,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
북성초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구북아현로5나길84,서울특별시서대문구북아현로5나길84,37.568319,126.927682,2634,3192,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
서대문독립공원,지진대피소,옥외대피소,공원,서울특별시서대문구현저동101,서울특별시서대문구현저동101,37.597462,126.947508,3426,4152,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
서연중학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구연희로11마길9-6,서울특별시서대문구연희로11마길9-6,37.582727,126.939487,1737,2105,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
서울여자간호대학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구간호대로38,서울특별시서대문구간호대로38,37.559485,126.943278,1004,1216,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
신연중학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구모래내로408,서울특별시서대문구모래내로408,37.57934907,126.9515439,4979,6035,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
신촌역동측광장공영주차장,지진대피소,옥외대피소,기타,서울특별시서대문구대현동121-19,서울특별시서대문구대현동121-19,37.58020305,126.9183484,1902,2305,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
안산초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구통일로321,서울특별시서대문구통일로321,37.577455,126.93856,2580,3127,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
연가초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구증가로12가길49-50,서울특별시서대문구증가로12가길49-50,37.56492347,126.9403017,3514,4259,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
연북중학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구연희로36길32,서울특별시서대문구연희로36길32,37.57911372,126.9190254,3339,4047,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
연세대학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구연세로50,서울특별시서대문구연세로50,37.56919031,126.9338922,17022,20632,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
연희중학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구증가로170,서울특별시서대문구증가로170,37.582678,126.91947,4078,4943,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
연희초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구연희로136,서울특별시서대문구연희로136,37.56432056,126.9454329,2463,2985,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
은가어린이공원,지진대피소,옥외대피소,공원,서울특별시서대문구북가좌동3-39,서울특별시서대문구북가좌동3-39,37.56432056,126.9454329,767,929,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
이화금란고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구성산로560,서울특별시서대문구성산로560,37.592649,126.951771,3100,3757,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
이화금란중학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구성산로560,서울특별시서대문구성산로560,37.59017,126.94506,4828,5852,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
인왕중학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구세검정로4길69,서울특별시서대문구세검정로4길69,37.565595,126.963505,3735,4527,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
인왕초등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구세무서길33-9,서울특별시서대문구세무서길33-9,37.5655,126.964252,3289,3986,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
인창고등학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구경기대로65,서울특별시서대문구경기대로65,37.5853095,126.9333622,1114,1350,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
인창중학교운동장,지진대피소,옥외대피소,운동장,서울특별시서대문구경기대로65,서울특별시서대문구경기대로65,37.575129,126.913148,3107,3766,Y,000-0000-0000,,서대문구,,,,미적용,,,,1,,,서대문구,02-820-1325,2018-08-06
